id,title,description,kind,occasion_label,film,event,location,year,date_start,date_end,subjects,people,brands,magazine_issue,orientation,orientation_confidence,orientation_samples,contains_minor,minor_risk,contains_minor_confirmed,file_count,dominant_media,duplicate_folders,url,raw_folder_name
interview-maha-inaugural-ball-hannah-halili-interviews-janua,"MAHA Inaugural Ball — Hannah Halili Interviews, January 2025","Interview footage — 30 videos. From MAHA Inaugural Ball shot January 20, 2025.",interview,Interview,,MAHA Inaugural Ball,,2025,2025-01-20,,,,biohack-yourself,,portrait,1,5,false,none,false,30,video,1,https://drive.google.com/drive/folders/1-yk0_qUWYf6u5LCC1TO2GUQU9TnhBlJx,Hannah Halili Interviews
b-roll-maha-inaugural-ball-58-solo-b-roll-january-2025,"MAHA Inaugural Ball — 58 Solo — B-Roll, January 2025","B-roll — 58 videos. From MAHA Inaugural Ball shot January 20, 2025.",b-roll,Unspecified,,MAHA Inaugural Ball,,2025,2025-01-20,,,,biohack-yourself,,portrait,1,5,false,none,false,58,video,1,https://drive.google.com/drive/folders/1nyyl_zQQ6jhx_gCyuBZNa1O49CTsRIF8,58 Solo Shorts
b-roll-maha-inaugural-ball-dr-kien-vuu-b-roll-january-2025,"MAHA Inaugural Ball — Dr. Kien Vuu — B-Roll, January 2025","B-roll — 88 videos. From MAHA Inaugural Ball shot January 20, 2025. Featuring Dr. Kien Vuu.",b-roll,Unspecified,,MAHA Inaugural Ball,,2025,2025-01-20,,,Dr. Kien Vuu,biohack-yourself,,landscape,1,5,false,none,false,88,video,2,https://drive.google.com/drive/folders/10-_BBvC3qTVkFJ86g4ZmMo0hCzaevDIY,Dr. Kien Vuu
event-photography-sas-turning-point-event-tampa-july-2025,"SAS Turning Point Event - Tampa, July 2025","Event photography — 71 images. From SAS Turning Point in Tampa shot July 12, 2025.",event photography,Unspecified,,SAS Turning Point,Tampa,2025,2025-07-12,,,,lolli-brands,,portrait,1,5,false,none,false,71,image,1,https://drive.google.com/drive/folders/1MBDDXoImwSwrsdG0S5s9i-m7dWPSxit5,7. 7/12/2025 - SAS Turning Point Event - Tampa
event-photography-chani-event-photography,Chani — Event Photography,Event photography — 79 images.,event photography,Unspecified,,,,,,,,,lolli-brands,,landscape,0.6,5,false,none,false,79,image,1,https://drive.google.com/drive/folders/1bTmTkCxizxGTlV7iPQbSbZyO4AyL835o,Chani Cuts
event-photography-sunscreen-film-festival-by-film-festival-e,"SunScreen Film Festival — BY Film Festival — Event Photography, April 2025","Event photography — 99 images. From SunScreen Film Festival shot April 24, 2025.",event photography,Festival,,SunScreen Film Festival,,2025,2025-04-24,,,,biohack-yourself,,landscape,1,5,false,context,false,99,image,1,https://drive.google.com/drive/folders/1-M6L71lPuExlHAHNg1PPkvrINgcV8EXA,BY Film Festival Edited Photos
b-roll-website-b-roll-miami-2025,"Website — B-Roll, Miami, 2025",B-roll — 13 videos. In Miami from 2025.,b-roll,Unspecified,,,Miami,2025,2025-01-01,,,,lolli-brands,,landscape,1,5,false,none,false,13,video,2,https://drive.google.com/drive/folders/1x0mBVVlvYW7q0BJwUKKd1bozQdtZNlqB,Website
b-roll-zenos-health-summit-conference-october-2025,"Zenos Health Summit — Conference, October 2025","B-roll — 12 videos. From Zenos Health Summit shot October 23, 2025.",b-roll,Conference,,Zenos Health Summit,,2025,2025-10-23,2025-10-25,,,biohack-yourself,,portrait,1,5,false,none,false,12,video,1,https://drive.google.com/drive/folders/1qXovOEe14z-BiCmbzyEDlzJkyRpoBKc2,10/23-25 '25 Zenos Health Summit Edited Reels
event-photography-zenos-health-summit-conference-october-202,"Zenos Health Summit — Conference, October 2025","Event photography — 463 images. From Zenos Health Summit shot October 23, 2025.",event photography,Conference,,Zenos Health Summit,,2025,2025-10-23,2025-10-25,,,biohack-yourself,,landscape,0.8,5,false,none,false,463,image,2,https://drive.google.com/drive/folders/1bM4Xjo5Kv3kLQ7zDrmP0C6uLDQoIExpx,10/23-25 '25 Zenos Health Summit Edited Photos
b-roll-zenos-health-summit-shelbi-zenos-edits-conference-oct,"Zenos Health Summit — Shelbi Zenos Edits — Conference, October 2025","B-roll — 15 videos. From Zenos Health Summit shot October 23, 2025.",b-roll,Conference,,Zenos Health Summit,,2025,2025-10-23,2025-10-25,,,biohack-yourself,,portrait,1,5,false,none,false,15,video,1,https://drive.google.com/drive/folders/13y5KY21q1eNvskrzSAZc_q4Mo8qiFZeD,Shelbi Zenos Edits
document-shealed-long-form-scripts-documents,sHEALed Long Form Scripts — Documents,Documents — 76 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,none,false,77,document,1,https://drive.google.com/drive/folders/1Zgp2nXbnaxvVP-GAi57IRx4u_RvkrFgx,3. sHEALed Long Form Scripts
document-shealed-articles-completed-edited-documents,sHEALed articles - completed-edited — Documents,Documents — 76 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,none,false,76,document,1,https://drive.google.com/drive/folders/1r2MTd4Z1a13gLcDXFyGv_fbAxqWVVVxU,2. sHEALed articles - completed-edited
event-photography-shealed-article-still-image-event-photogra,sHEALed Article Still image — Event Photography,Event photography — 76 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,76,image,1,https://drive.google.com/drive/folders/1pmojuZHY__jRVeCpQFSpzqclkVWTWgE4,5. sHEALed Article Thumbnails Still image
interview-shealed-interviews,sHEALed Interviews,Interview footage — 77 videos. From sHEALed.,interview,Interview,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,77,video,1,https://drive.google.com/drive/folders/10Lo2ygh5hq5wWhXLsZpxF4k0khkRlqQD,4. sHEALed Raw Interviews
b-roll-shealed-unedited-owned-by-tereza-b-roll,sHeALed Unedited owned by TereZa — B-Roll,B-roll — 77 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,context,false,77,video,1,https://drive.google.com/drive/folders/1UNogUL0PdjPvpN25FsEWuNU_ED9NcZjF,5. Final sHeALed Unedited owned by TereZa
b-roll-cannes-film-festival-go-shealed-yourself-b-roll,Cannes Film Festival — Go sHEALed Yourself — B-Roll,B-roll — 74 videos. From Cannes Film Festival in Cannes.,b-roll,Festival,sHEALed,Cannes Film Festival,Cannes,,,,,,lolli-brands,,portrait,1,5,false,context,false,74,video,1,https://drive.google.com/drive/folders/1RMXZBV0Rz32bBeF2iF4hmK5SzL7ucj-_,Go sHEALed Yourself Shorts
event-photography-for-a-show-event-photography,FOR A SHOW — Event Photography,Event photography — 16 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,0.6,5,false,none,false,32,image,9,https://drive.google.com/drive/folders/1JaDKinPLYb-h6fyqDc8F12Y3XZKvFX1o,FOR A SHOW
event-photography-for-movie-event-photography,FOR MOVIE — Event Photography,Event photography — 24 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,48,image,9,https://drive.google.com/drive/folders/1bxbOoKY7HIlnjwwmaR9Iy3CvO2M2cYmc,FOR MOVIE
event-photography-ufc-aires-tech-roundtable-ufc-aries-tech-r,"UFC × Aires Tech Roundtable — UFC/ Aries Tech RoundTable - Vegas — Event Photography, Las Vegas, June 2025","Event photography — 124 images, 21 videos. From UFC × Aires Tech Roundtable in Las Vegas shot June 26, 2025.",event photography,Roundtable,,UFC × Aires Tech Roundtable,Las Vegas,2025,2025-06-26,,,,lolli-brands,,portrait,0.6,5,false,none,false,145,image,1,https://drive.google.com/drive/folders/1-KjOLp77ggOTf_U6A5q5p5-YQ0C0pwxC,6. 6/26/2025 - UFC/ Aries Tech RoundTable - Vegas
headshots-portrait-headshots,PORTRAIT — Headshots,Headshots — 14 files.,headshots,Unspecified,,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,14,other,1,https://drive.google.com/drive/folders/1GlkWYsvBns7aTzsge5LD4mfktW_J_CLY,PORTRAIT
b-roll-horizontal-b-roll,HORIZONTAL — B-Roll,B-roll — 14 files.,b-roll,Unspecified,,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,14,other,5,https://drive.google.com/drive/folders/1SoGihjYdBzRaKbjuovyxAwbvpMYGR45d,HORIZONTAL
poster-bye-ol-dentistry-movie-cover-key-art,Bye Ol’ Dentistry Movie Cover — Key Art,Key art — 6 images. From Bye Ol' Dentistry.,poster,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,,,0,false,none,false,6,image,1,https://drive.google.com/drive/folders/1ZiAhCTWLodt761ch9VqVhwpqojtEHivV,Final Bye Ol’ Dentistry Movie Cover
event-photography-vertical-event-photography,VERTICAL — Event Photography,"Event photography — 6 images, 6 documents. From sHEALed.",event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,12,image,4,https://drive.google.com/drive/folders/1KTRhsmb24BvwIoBieDNeluLsflMVKTtt,VERTICAL
event-photography-shealed-daily-and-recaps-event-photography,sHEALed Daily and Recaps — Event Photography,Event photography — 161 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,0.8,5,false,none,false,161,image,1,https://drive.google.com/drive/folders/1OFA-v2EyIETyy-PoBnJFU7TzRwIcE3e6,sHEALed Daily Photos and Recaps
event-photography-del-bigree-event-photography,Del Bigree — Event Photography,Event photography — 16 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,18,image,8,https://drive.google.com/drive/folders/1mMer413_MuDR8Fz-uxH1Cmukno5OKJ1E,Del Bigree Raw Photo
bts-valerie-feghali-behind-the-scenes,Valerie Feghali — Behind the Scenes,"Behind-the-scenes coverage — 10 images, 1 video. From sHEALed. Featuring Valerie Feghali.",BTS,Unspecified,sHEALed,,,,,,,Valerie Feghali,lolli-brands,,landscape,0.8,5,false,context,false,11,image,11,https://drive.google.com/drive/folders/1aA_TFDnZjq9rToREeM0NPLt2fxRTZqXX,Valerie Feghali BTS
bts-kate-hobbs-behind-the-scenes,Kate Hobbs — Behind the Scenes,"Behind-the-scenes coverage — 11 images, 1 video. From sHEALed.",BTS,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,0.8,5,false,context,false,12,image,12,https://drive.google.com/drive/folders/1UN5VHAKcGf8FV0ie6Q9LGmThvPABH3L1,Kate Hobbs BTS
b-roll-dr-rajka-milanovic-galbraith-b-roll,Dr. Rajka Milanovic Galbraith — B-Roll,B-roll — 34 videos. From sHEALed. Featuring Dr. Rajka Milanovic.,b-roll,Unspecified,sHEALed,,,,,,,Dr. Rajka Milanovic,lolli-brands,,landscape,1,5,false,none,false,68,video,10,https://drive.google.com/drive/folders/1e3n-QSknSY3FqenFMqSfp4zcP5AolQ2V,Dr. Rajka Milanovic Galbraith Raw Video
b-roll-offloads-b-roll,Offloads — B-Roll,B-roll — 94 files. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,94,other,4,https://drive.google.com/drive/folders/1kC1WS3Vm_FNbGlSwtDIW1UoQR3TK4gSq,Offloads
bts-dr-sabrina-solt-behind-the-scenes,Dr. Sabrina Solt — Behind the Scenes,"Behind-the-scenes coverage — 10 images, 1 video. From sHEALed. Featuring Dr. Sabrina Solt.",BTS,Unspecified,sHEALed,,,,,,,Dr. Sabrina Solt,lolli-brands,,landscape,0.8,5,false,context,false,11,image,10,https://drive.google.com/drive/folders/19PW48SMZzwZy4J_Zt13Kq7d3w9kS3_Y_,Dr. Sabrina Solt BTS
interview-whitfield-interviews-clinic-production-march-2026,"Whitfield Interviews — Clinic production, March 2026","Interview footage — 12 videos. Shot March 16, 2026. Featuring Dr. Whitfield.",interview,Clinic production,,,,2026,2026-03-16,,,Dr. Whitfield,lolli-brands,,landscape,1,5,false,none,false,24,video,1,https://drive.google.com/drive/folders/1qsex2Ad9nlPlKdf-lAzrdVJTUP_K3zmC,Whitfield Interviews
b-roll-dr-martin-bales-b-roll,Dr. Martin Bales — B-Roll,B-roll — 26 videos. From sHEALed. Featuring Dr. Martin Bales.,b-roll,Unspecified,sHEALed,,,,,,,Dr. Martin Bales,lolli-brands,,landscape,1,5,false,none,false,52,video,12,https://drive.google.com/drive/folders/1ez7U55MzGJTA0rKYAx1w2BaV4RBbPx0B,Dr. Martin Bales Raw Video
magazine-magazine,Magazine,Magazine production files — 484 images. From sHEALed.,magazine,Unspecified,sHEALed,,,,,,,,biohack-yourself,,landscape,1,5,false,none,false,484,image,4,https://drive.google.com/drive/folders/1bSuQqjGNOVcfUqwYQjP__Z0hdSbkQ3sz,Magazine Shots Raw Photo
b-roll-06-carrie-drinkwine-broll-b-roll,06 Carrie Drinkwine Broll — B-Roll,B-roll — 1 audio file. From sHEALed. Featuring Carrie Drinkwine.,b-roll,Unspecified,sHEALed,,,,,,,Carrie Drinkwine,lolli-brands,,,0,0,false,none,false,13,other,16,https://drive.google.com/drive/folders/1ee6mwm-XQT4OXhnqUOOEKTPYBgjLPRci,06 Carrie Drinkwine Broll
b-roll-dr-labib-ghulmiyyah-b-roll,Dr. Labib Ghulmiyyah — B-Roll,B-roll — 29 videos. From sHEALed. Featuring Dr. Labib Ghulmiyyah.,b-roll,Unspecified,sHEALed,,,,,,,Dr. Labib Ghulmiyyah,lolli-brands,,landscape,1,5,false,none,false,58,video,11,https://drive.google.com/drive/folders/1h2E5KvI0KSqNa6HUi5B0oh4_hEF1jC_7,Dr. Labib Ghulmiyyah Raw Video
event-photography-ryan-encinas-dr-steven-moore-event-photogr,"Ryan Encinas, Dr. Steven Moore — Event Photography","Event photography — 20 images. From sHEALed. Featuring Dr. Steven Moore, Ryan Encinas.",event photography,Unspecified,sHEALed,,,,,,,Dr. Steven Moore; Ryan Encinas,lolli-brands,,landscape,1,5,false,none,false,20,image,7,https://drive.google.com/drive/folders/1Qr5lnF1l-HMgUnlPe_Ws5ho5HhBvPcsy,"Ryan Encinas, Dr. Steven Moore"
b-roll-justin-hai-b-roll,Justin Hai — B-Roll,B-roll — 26 videos. From sHEALed. Featuring Justin Hai.,b-roll,Unspecified,sHEALed,,,,,,,Justin Hai,lolli-brands,,landscape,1,5,false,none,false,52,video,13,https://drive.google.com/drive/folders/1V6MDOKEo2AnRuMZrze7IhLswBDaPRbeu,Justin Hai Raw Video
b-roll-maryn-azoff-b-roll,Maryn Azoff — B-Roll,B-roll — 27 videos. From sHEALed. Featuring Maryn Azoff.,b-roll,Unspecified,sHEALed,,,,,,,Maryn Azoff,lolli-brands,,landscape,1,5,false,none,false,54,video,13,https://drive.google.com/drive/folders/11eSFrM9lrKJUl3hDzdJEIBtOo4qJ1FxR,Maryn Azoff Raw Video
b-roll-kim-vopni-b-roll,Kim Vopni — B-Roll,B-roll — 49 videos. From sHEALed. Featuring Kim Vopni.,b-roll,Unspecified,sHEALed,,,,,,,Kim Vopni,lolli-brands,,landscape,1,5,false,none,false,100,other,11,https://drive.google.com/drive/folders/18UhhiRLk_drrAMwyaplmQckQDqJX4e6o,Kim Vopni Raw Video
bts-dr-deb-matthew-behind-the-scenes,Dr. Deb Matthew — Behind the Scenes,"Behind-the-scenes coverage — 11 images, 1 video. From sHEALed. Featuring Dr. Deb Matthew.",BTS,Unspecified,sHEALed,,,,,,,Dr. Deb Matthew,lolli-brands,,landscape,0.8,5,false,context,false,12,image,10,https://drive.google.com/drive/folders/1ylP9bMKf-rFUzYluDonl9v5YHkIXhV-V,Dr. Deb Matthew BTS
event-photography-nayan-payel-event-photography,Nayan Payel — Event Photography,Event photography — 11 images. From sHEALed. Featuring Nayan Payel.,event photography,Unspecified,sHEALed,,,,,,,Nayan Payel,lolli-brands,,landscape,1,5,false,none,false,11,image,3,https://drive.google.com/drive/folders/1WaMWgTS1E_3UdAhMDC86JCsPS2zV7Tl2,Nayan Payel
b-roll-05-darren-schwartz-b-roll,05 Darren Schwartz — B-Roll,B-roll — 1 audio file. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,,0,0,false,none,false,11,other,8,https://drive.google.com/drive/folders/1hndw9KabARbd8ZrrYfgM4drfyKMsrP2A,05 Darren Schwartz
bts-natalie-jill-behind-the-scenes,Natalie Jill — Behind the Scenes,"Behind-the-scenes coverage — 10 images, 1 video. From sHEALed. Featuring Natalie Jill.",BTS,Unspecified,sHEALed,,,,,,,Natalie Jill,lolli-brands,,landscape,0.6,5,false,context,false,11,image,11,https://drive.google.com/drive/folders/1HU2MoQ6rmCp5z2hFkHp7MbX2YjpGZjcu,Natalie Jill BTS
bts-dr-maribelle-verdiales-behind-the-scenes,Dr. Maribelle Verdiales — Behind the Scenes,"Behind-the-scenes coverage — 10 images, 1 video. From sHEALed. Featuring Dr. Maribelle Verdiales.",BTS,Unspecified,sHEALed,,,,,,,Dr. Maribelle Verdiales,lolli-brands,,landscape,0.8,5,false,context,false,11,image,11,https://drive.google.com/drive/folders/1YxMy4yL-TTo2nP5XoUS2H97oQgpw2nkQ,Dr. Maribelle Verdiales BTS
bts-dr-lisa-piper-wendy-cohn-osborne-behind-the-scenes,"Dr. Lisa Piper, Wendy Cohn-Osborne — Behind the Scenes","Behind-the-scenes coverage — 11 images, 1 video. From sHEALed. Featuring Dr. Lisa Piper.",BTS,Unspecified,sHEALed,,,,,,,Dr. Lisa Piper,lolli-brands,,landscape,0.8,5,false,context,false,12,image,12,https://drive.google.com/drive/folders/11xXP0WxZzAUQZIza_pGc1CNf7cmZdtQI,"Dr. Lisa Piper, Wendy Cohn-Osborne BTS"
event-photography-ana-maria-temple-event-photography,Ana Maria Temple — Event Photography,Event photography — 10 images. From sHEALed. Featuring Ana Maria.,event photography,Unspecified,sHEALed,,,,,,,Ana Maria,lolli-brands,,landscape,1,5,false,none,false,10,image,7,https://drive.google.com/drive/folders/1Nnpmm13voqVa__uO5mxHDKLLeU1Q1v6I,Ana Maria Temple
bts-dr-amanda-hanson-behind-the-scenes,Dr. Amanda Hanson — Behind the Scenes,"Behind-the-scenes coverage — 11 images, 1 video. From sHEALed. Featuring Dr. Amanda Hanson.",BTS,Unspecified,sHEALed,,,,,,,Dr. Amanda Hanson,lolli-brands,,landscape,0.8,5,false,context,false,12,image,16,https://drive.google.com/drive/folders/1TQPmAs4hMP1BHfGaiwj2-YY8ya41Fkwc,Dr. Amanda Hanson BTS
event-photography-screengrabs-event-photography,ScreenGrabs — Event Photography,Event photography — 16 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,16,image,1,https://drive.google.com/drive/folders/1b0M7P7zAzY9OH0Tp71jVvLelz4hF84wn,ScreenGrabs
magazine-featured-in-biohack-yourself-magazine-issue-2,Featured in Biohack Yourself Magazine — Issue #2,"Magazine production files — 9 images, 1 vector file. From Biohack Yourself. Featuring Gary Brecka.",magazine,Unspecified,Biohack Yourself,,,,,,,Gary Brecka,biohack-yourself,2,landscape,1,5,false,none,false,10,image,7,https://drive.google.com/drive/folders/1CmEhGuYi7fI86j0Iewd7qXp8Nw2KXdN9,4. Featured in Biohack Yourself Magazine
magazine-ashton-hall-cover-shoot-interview-issue-8-magazine,Ashton Hall Cover Shoot Interview — Issue #8 — Magazine,"Magazine production files — 4 videos, 1 document. Featuring Ashton Hall.",magazine,Cover shoot,,,,,,,,Ashton Hall,biohack-yourself,8,,,0,false,none,false,6,video,1,https://drive.google.com/drive/folders/1PLjMXFcsV2Rd2gMjgu3Zz_1-V7UxQ4VJ,Ashton Hall Cover Shoot Interview Raw Footage
magazine-peter-hurley-issue-8-cover-shoot-march-2026,"Peter Hurley — Issue #8 — Cover shoot, March 2026","Magazine production files — 15 images. Shot March 24, 2026. Featuring Ashton Hall.",magazine,Cover shoot,,,,2026,2026-03-24,,,Ashton Hall,biohack-yourself,8,landscape,1,5,false,none,false,15,image,1,https://drive.google.com/drive/folders/1CJk2ZSo5k1x7dooam8CGBc76SOD4xooq,Peter Hurley Photos
event-photography-dr-sanda-moldovan-clinic-event-photography,"Dr. Sanda Moldovan Clinic — Event Photography, November 2025","Event photography — 36 images. From Bye Ol' Dentistry shot November 6, 2025. Featuring Dr. Sanda, Dr. Sanda Moldovan.",event photography,Clinic production,Bye Ol' Dentistry,,,2025,2025-11-06,,,Dr. Sanda; Dr. Sanda Moldovan,lolli-brands,,landscape,1,5,false,none,false,36,image,3,https://drive.google.com/drive/folders/1ENcgfFxPa9gSlM3U3VnIn5zH1UioVode,11/06/25 Dr. Sanda Moldovan Clinic RAW Photos
b-roll-dr-curatola-and-dr-grecco-clinic-production-january-2,"Dr. Curatola and Dr. Grecco — Clinic production, January 2026","B-roll — 46 videos. From Bye Ol' Dentistry shot January 26, 2026. Featuring Dr. Curatola, Dr. Grecco.",b-roll,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-26,,,Dr. Curatola; Dr. Grecco,lolli-brands,,landscape,1,5,false,none,false,46,video,4,https://drive.google.com/drive/folders/1GIULf4jd0yUBCdhT0BdWnLpriXxJ_FeJ,1/26/26 Dr. Curatola and Dr. Grecco RAW Videos
event-photography-dr-j-gandhi-event-photography,Dr. J. Gandhi — Event Photography,Event photography — 355 images. From Bye Ol' Dentistry.,event photography,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,,0,0,false,none,false,355,image,14,https://drive.google.com/drive/folders/1yLgrJaLQ1ywyACsoNJ9pszfJIHpTwEU3,5. Dr. J. Gandhi RAW Photos
trailer-01-14-01-15-dr-jigar-clinic-trailers-january-2026,"01 14 - 01 15 Dr. Jigar Clinic Trailers, January 2026","Trailer material — 2 videos. From Bye Ol' Dentistry shot January 14, 2026. Featuring Dr. Jigar.",trailer,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-14,2026-01-15,,Dr. Jigar,lolli-brands,,,,0,false,none,false,2,video,4,https://drive.google.com/drive/folders/1YAiGytN2S8FgyYdk0skKGyf-jz_hYnWt,01 14 - 01 15 '26 Dr. Jigar Clinic Edited Trailers
event-photography-01-27-26-extension-health-clinic-event-pho,"01:27:26 Extension Health Clinic — Event Photography, January 2026","Event photography — 13 images. From Bye Ol' Dentistry shot January 27, 2026. Featuring Dr. Kuo Extension.",event photography,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-27,,,Dr. Kuo Extension,lolli-brands,,landscape,1,5,false,none,false,13,image,1,https://drive.google.com/drive/folders/1JE_8oN_nkGYfsr8jsYQXDr-hvIfEitkc,01:27:26 Extension Health Clinic Edited Photos
event-photography-dr-nammy-patel-event-photography,Dr. Nammy Patel — Event Photography,Event photography — 604 images. From Bye Ol' Dentistry. Featuring Dr. Nammy Patel.,event photography,Unspecified,Bye Ol' Dentistry,,,,,,,Dr. Nammy Patel,lolli-brands,,landscape,1,5,false,none,false,604,image,14,https://drive.google.com/drive/folders/1c6Qi5taSobqHtom6775fomUskUHlbeVy,17. Dr. Nammy Patel RAW Photos
b-roll-anthonys-cel-clinic-production-january-2026,"Anthonys Cel — Clinic production, January 2026","B-roll — 19 images, 26 videos. From Bye Ol' Dentistry shot January 14, 2026.",b-roll,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-14,2026-01-15,,,lolli-brands,,portrait,0.6,5,false,none,false,45,video,1,https://drive.google.com/drive/folders/1WCU-l1e0blhy7M6wDD-K1cgEegjMuzdP,Anthonys Cel Footage
b-roll-27-26-dr-yu-st-louis-mo-clinic-production-march-2026,"27.26 Dr. Yu St. Louis, MO — Clinic production, March 2026","B-roll — 26 videos. From Bye Ol' Dentistry in St. Louis, MO shot March 27, 2026. Featuring Dr. Yu St.",b-roll,Clinic production,Bye Ol' Dentistry,,"St. Louis, MO",2026,2026-03-27,,,Dr. Yu St,lolli-brands,,landscape,1,5,false,none,false,26,video,1,https://drive.google.com/drive/folders/1kwCH2BmGkVHzOp-TttEC_cfDTnfFDfhu,"03.27.26 Dr. Yu St. Louis, MO RAW Videos"
trailer-neurofield-clinic-trailers-november-2025,"NeuroField Clinic Trailers, November 2025","Trailer material — 2 videos. From Bye Ol' Dentistry shot November 5, 2025.",trailer,Clinic production,Bye Ol' Dentistry,,,2025,2025-11-05,,,,lolli-brands,,,,0,false,none,false,2,video,2,https://drive.google.com/drive/folders/1g_uJVNL_ejvhPjlpRJ9yUfVqxzCNwth9,11/06/25 NeuroField Clinic Edited Trailers
event-photography-dr-yuriy-may-dmd-clinic-production-january,"Dr. Yuriy May, DMD — Clinic production, January 2026","Event photography — 302 images. From Bye Ol' Dentistry shot January 5, 2026. Featuring Dr. Yuriy May.",event photography,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-05,2026-01-06,,Dr. Yuriy May,lolli-brands,,landscape,1,5,false,none,false,302,image,6,https://drive.google.com/drive/folders/1ADLFJppKFKIAFgnSyHIFT1nJcM99_gQh,"01/05 - 01/06 '26 Dr. Yuriy May, DMD RAW Photos"
b-roll-neurofield-clinic-b-roll-november-2025,"NeuroField Clinic — B-Roll, November 2025","B-roll — 30 videos. From Bye Ol' Dentistry shot November 5, 2025.",b-roll,Clinic production,Bye Ol' Dentistry,,,2025,2025-11-05,,,,lolli-brands,,landscape,1,5,false,none,false,30,video,1,https://drive.google.com/drive/folders/1E6-dthOpv7LPzAf1SXGYEUG4oBOUFeqt,11/06/25 NeuroField Clinic RAW Videos
event-photography-02-10-26-dr-bahar-dr-lurie-clinic-producti,"02:10:26 Dr. Bahar & Dr. Lurie — Clinic production, February 2026","Event photography — 41 images. From Bye Ol' Dentistry shot February 10, 2026. Featuring Dr. Bahar, Dr. Lurie.",event photography,Clinic production,Bye Ol' Dentistry,,,2026,2026-02-10,,,Dr. Bahar; Dr. Lurie,lolli-brands,,landscape,0.8,5,false,none,false,41,image,1,https://drive.google.com/drive/folders/1G2uLzMQZa3OMUia8I3x_uKw86hfclono,02:10:26 Dr. Bahar & Dr. Lurie RAW Photos
event-photography-product-for-outreach-clinic-production-jan,"Product for Outreach — Clinic production, January 2026","Event photography — 107 images, 14 videos. From Bye Ol' Dentistry shot January 5, 2026. Featuring Dr. Yuriy May.",event photography,Clinic production,Bye Ol' Dentistry,,,2026,2026-01-05,2026-01-06,,Dr. Yuriy May,lolli-brands,,portrait,0.8,5,false,none,false,121,image,1,https://drive.google.com/drive/folders/1ooyumOmHkoKjAR-g-dW-ydbRZhRVg54v,Product Photos for Outreach
event-photography-19-20-dr-bahar-clinic-production-denver-ma,"19-20 Dr. Bahar — Clinic production, Denver, March 2026","Event photography — 212 images. From Bye Ol' Dentistry in Denver shot March 19, 2026. Featuring Dr. Bahar.",event photography,Clinic production,Bye Ol' Dentistry,,Denver,2026,2026-03-19,2026-03-20,,Dr. Bahar,lolli-brands,,landscape,0.8,5,false,none,false,212,image,2,https://drive.google.com/drive/folders/1TuzErhX7IQN_txcTs198inxI7uLMy2OI,03.19-20 '26 Dr. Bahar - RAW Photos
event-photography-dr-kelly-blodgett-dmd-nmd-event-photograph,Dr. Kelly Blodgett DMD NMD — Event Photography,Event photography — 287 images. From Bye Ol' Dentistry. Featuring Dr. Kelly Blodgett.,event photography,Unspecified,Bye Ol' Dentistry,,,,,,,Dr. Kelly Blodgett,lolli-brands,,,0,0,false,none,false,287,image,9,https://drive.google.com/drive/folders/1QPzUs0TOKYVB12-29nMvcTmm9E2AijK_,12. Dr. Kelly Blodgett DMD NMD RAW Photos
